node_id,type,name,source,label
8386,effect/phenotype,Aplasia/Hypoplasia of the nails,HPO,EffectPhenotype
10624,effect/phenotype,Aplastic/hypoplastic toenail,HPO,EffectPhenotype
1792,effect/phenotype,Small nail,HPO,EffectPhenotype
1798,effect/phenotype,Anonychia,HPO,EffectPhenotype
1231,effect/phenotype,Abnormal fingernail morphology,HPO,EffectPhenotype
8388,effect/phenotype,Abnormal toenail morphology,HPO,EffectPhenotype
100643,effect/phenotype,Abnormality of nail color,HPO,EffectPhenotype
10051,effect/phenotype,Deviation of the hallux,HPO,EffectPhenotype
10322,effect/phenotype,Abnormality of the 5th toe,HPO,EffectPhenotype
1829,effect/phenotype,Foot polydactyly,HPO,EffectPhenotype
40069,effect/phenotype,Abnormal lower limb bone morphology,HPO,EffectPhenotype
12385,effect/phenotype,Camptodactyly,HPO,EffectPhenotype
5830,effect/phenotype,Flexion contracture of toe,HPO,EffectPhenotype
1844,effect/phenotype,Abnormality of the hallux,HPO,EffectPhenotype
10177,effect/phenotype,Osteolytic defects of the phalanges of the toes,HPO,EffectPhenotype
10511,effect/phenotype,Long toe,HPO,EffectPhenotype
8119,effect/phenotype,Deformed tarsal bones,HPO,EffectPhenotype
10760,effect/phenotype,Absent toe,HPO,EffectPhenotype
1997,effect/phenotype,Gout,HPO,EffectPhenotype
10185,effect/phenotype,Aplasia/Hypoplasia of the distal phalanges of the toes,HPO,EffectPhenotype
5035,effect/phenotype,Shortening of all phalanges of the toes,HPO,EffectPhenotype
100235,effect/phenotype,Synostosis involving bones of the toes,HPO,EffectPhenotype
10179,effect/phenotype,Symphalangism affecting the phalanges of the toes,HPO,EffectPhenotype
30084,effect/phenotype,Clinodactyly,HPO,EffectPhenotype
100498,effect/phenotype,Deviation of toes,HPO,EffectPhenotype
1863,effect/phenotype,Toe clinodactyly,HPO,EffectPhenotype
10344,effect/phenotype,Deviation of the 5th toe,HPO,EffectPhenotype
1218,effect/phenotype,Autoamputation,HPO,EffectPhenotype
100872,effect/phenotype,Abnormality of the plantar skin of foot,HPO,EffectPhenotype
10189,effect/phenotype,Osteolytic defects of the distal phalanges of the toes,HPO,EffectPhenotype
1871,effect/phenotype,Abnormality of blood and blood-forming tissues,HPO,EffectPhenotype
11873,effect/phenotype,Abnormal platelet count,HPO,EffectPhenotype
1911,effect/phenotype,Abnormal granulocyte morphology,HPO,EffectPhenotype
11991,effect/phenotype,Abnormal neutrophil count,HPO,EffectPhenotype
12145,effect/phenotype,Abnormality of multiple cell lineages in the bone marrow,HPO,EffectPhenotype
20064,effect/phenotype,Abnormal eosinophil count,HPO,EffectPhenotype
1974,effect/phenotype,Leukocytosis,HPO,EffectPhenotype
10987,effect/phenotype,Abnormal cellular immune system morphology,HPO,EffectPhenotype
11893,effect/phenotype,Abnormal leukocyte count,HPO,EffectPhenotype
5656,effect/phenotype,Positional foot deformity,HPO,EffectPhenotype
1878,effect/phenotype,Hemolytic anemia,HPO,EffectPhenotype
10972,effect/phenotype,Anemia of inadequate production,HPO,EffectPhenotype
31850,effect/phenotype,Abnormal hematocrit,HPO,EffectPhenotype
11877,effect/phenotype,Increased mean platelet volume,HPO,EffectPhenotype
1873,effect/phenotype,Thrombocytopenia,HPO,EffectPhenotype
10974,effect/phenotype,Abnormal myeloid leukocyte morphology,HPO,EffectPhenotype
32309,effect/phenotype,Abnormal granulocyte count,HPO,EffectPhenotype
1876,effect/phenotype,Pancytopenia,HPO,EffectPhenotype
83,effect/phenotype,Renal insufficiency,HPO,EffectPhenotype
8776,effect/phenotype,Abnormal renal artery morphology,HPO,EffectPhenotype
4332,effect/phenotype,Abnormal lymphocyte morphology,HPO,EffectPhenotype
4447,effect/phenotype,Poikilocytosis,HPO,EffectPhenotype
10989,effect/phenotype,Abnormality of the intrinsic pathway,HPO,EffectPhenotype
11015,effect/phenotype,Abnormal blood glucose concentration,HPO,EffectPhenotype
4370,effect/phenotype,Abnormality of temperature regulation,HPO,EffectPhenotype
1939,effect/phenotype,Abnormality of metabolism/homeostasis,HPO,EffectPhenotype
1942,effect/phenotype,Metabolic acidosis,HPO,EffectPhenotype
1948,effect/phenotype,Alkalosis,HPO,EffectPhenotype
4364,effect/phenotype,Abnormal circulating nitrogen compound concentration,HPO,EffectPhenotype
1993,effect/phenotype,Ketoacidosis,HPO,EffectPhenotype
30082,effect/phenotype,Abnormal drinking behavior,HPO,EffectPhenotype
200114,effect/phenotype,Metabolic alkalosis,HPO,EffectPhenotype
1949,effect/phenotype,Hypokalemic alkalosis,HPO,EffectPhenotype
1966,effect/phenotype,Abnormal glomerular mesangium morphology,HPO,EffectPhenotype
32581,effect/phenotype,Abnormal renal insterstitial morphology,HPO,EffectPhenotype
11878,effect/phenotype,Abnormal platelet membrane protein expression,HPO,EffectPhenotype
31383,effect/phenotype,Abnormal lymphocyte surface marker expression,HPO,EffectPhenotype
12537,effect/phenotype,Food intolerance,HPO,EffectPhenotype
1944,effect/phenotype,Dehydration,HPO,EffectPhenotype
12072,effect/phenotype,Aciduria,HPO,EffectPhenotype
1946,effect/phenotype,Ketosis,HPO,EffectPhenotype
11038,effect/phenotype,Abnormality of renal resorption,HPO,EffectPhenotype
1947,effect/phenotype,Renal tubular acidosis,HPO,EffectPhenotype
12468,effect/phenotype,Chronic acidosis,HPO,EffectPhenotype
9929,effect/phenotype,Abnormality of the columella,HPO,EffectPhenotype
11218,effect/phenotype,Abnormal shape of the frontal region,HPO,EffectPhenotype
11334,effect/phenotype,Facial shape deformation,HPO,EffectPhenotype
2017,effect/phenotype,Nausea and vomiting,HPO,EffectPhenotype
25270,effect/phenotype,Abnormality of esophagus physiology,HPO,EffectPhenotype
11458,effect/phenotype,Abdominal symptom,HPO,EffectPhenotype
4378,effect/phenotype,Abnormality of the anus,HPO,EffectPhenotype
12531,effect/phenotype,Pain,HPO,EffectPhenotype
12718,effect/phenotype,Morphological abnormality of the gastrointestinal tract,HPO,EffectPhenotype
8872,effect/phenotype,Feeding difficulties in infancy,HPO,EffectPhenotype
2250,effect/phenotype,Abnormal large intestine morphology,HPO,EffectPhenotype
12732,effect/phenotype,Anorectal anomaly,HPO,EffectPhenotype
4386,effect/phenotype,Gastrointestinal inflammation,HPO,EffectPhenotype
2031,effect/phenotype,Abnormal esophagus morphology,HPO,EffectPhenotype
10450,effect/phenotype,Esophageal stenosis,HPO,EffectPhenotype
12585,effect/phenotype,Renal atrophy,HPO,EffectPhenotype
53,effect/phenotype,Macroorchidism,HPO,EffectPhenotype
7369,effect/phenotype,Atrophy/Degeneration affecting the cerebrum,HPO,EffectPhenotype
100547,effect/phenotype,Abnormality of forebrain morphology,HPO,EffectPhenotype
11442,effect/phenotype,Abnormal central motor function,HPO,EffectPhenotype
2015,effect/phenotype,Dysphagia,HPO,EffectPhenotype
1250,effect/phenotype,Seizure,HPO,EffectPhenotype
11813,effect/phenotype,Increased cerebral lipofuscin,HPO,EffectPhenotype
2315,effect/phenotype,Headache,HPO,EffectPhenotype
30186,effect/phenotype,Kinetic tremor,HPO,EffectPhenotype
2084,effect/phenotype,Encephalocele,HPO,EffectPhenotype
12252,effect/phenotype,Abnormal respiratory system morphology,HPO,EffectPhenotype
6703,effect/phenotype,Aplasia/Hypoplasia of the lungs,HPO,EffectPhenotype
11947,effect/phenotype,Respiratory tract infection,HPO,EffectPhenotype
30878,effect/phenotype,Abnormality on pulmonary function testing,HPO,EffectPhenotype
33578,effect/phenotype,Pre-capillary pulmonary hypertension,HPO,EffectPhenotype
2088,effect/phenotype,Abnormal lung morphology,HPO,EffectPhenotype
2094,effect/phenotype,Dyspnea,HPO,EffectPhenotype
2793,effect/phenotype,Abnormal pattern of respiration,HPO,EffectPhenotype
32016,effect/phenotype,Abnormal sputum,HPO,EffectPhenotype
25426,effect/phenotype,Abnormal bronchus morphology,HPO,EffectPhenotype
31983,effect/phenotype,Abnormal pulmonary thoracic imaging finding,HPO,EffectPhenotype
2059,effect/phenotype,Cerebral atrophy,HPO,EffectPhenotype
2538,effect/phenotype,Abnormal cerebral cortex morphology,HPO,EffectPhenotype
11146,effect/phenotype,Dialeptic seizure,HPO,EffectPhenotype
2197,effect/phenotype,Generalized-onset seizure,HPO,EffectPhenotype
33259,effect/phenotype,Non-motor seizure,HPO,EffectPhenotype
32677,effect/phenotype,Generalized-onset motor seizure,HPO,EffectPhenotype
32794,effect/phenotype,Myoclonic seizure,HPO,EffectPhenotype
2536,effect/phenotype,Abnormal cortical gyration,HPO,EffectPhenotype
2450,effect/phenotype,Abnormal motor neuron morphology,HPO,EffectPhenotype
2323,effect/phenotype,Anencephaly,HPO,EffectPhenotype
2637,effect/phenotype,Cerebral ischemia,HPO,EffectPhenotype
31938,effect/phenotype,Abnormal conus terminalis morphology,HPO,EffectPhenotype
10932,effect/phenotype,Abnormal circulating nucleobase concentration,HPO,EffectPhenotype
10876,effect/phenotype,Abnormal circulating protein concentration,HPO,EffectPhenotype
11042,effect/phenotype,Abnormal blood potassium concentration,HPO,EffectPhenotype
10895,effect/phenotype,Abnormal circulating glycine concentration,HPO,EffectPhenotype
8155,effect/phenotype,Mucopolysacchariduria,HPO,EffectPhenotype
30141,effect/phenotype,Abnormality of the posterior hairline,HPO,EffectPhenotype
100659,effect/phenotype,Abnormal cerebral vascular morphology,HPO,EffectPhenotype
11029,effect/phenotype,Internal hemorrhage,HPO,EffectPhenotype
100705,effect/phenotype,Abnormal glial cell morphology,HPO,EffectPhenotype
11145,effect/phenotype,Symptomatic seizures,HPO,EffectPhenotype
2143,effect/phenotype,Abnormality of the spinal cord,HPO,EffectPhenotype
2060,effect/phenotype,Abnormal cerebral morphology,HPO,EffectPhenotype
25112,effect/phenotype,Sound sensitivity,HPO,EffectPhenotype
100314,effect/phenotype,Cerebral inclusion bodies,HPO,EffectPhenotype
12448,effect/phenotype,Delayed myelination,HPO,EffectPhenotype
11400,effect/phenotype,Abnormal CNS myelination,HPO,EffectPhenotype
2334,effect/phenotype,Abnormality of the cerebellar vermis,HPO,EffectPhenotype
10950,effect/phenotype,Abnormality of the fourth ventricle,HPO,EffectPhenotype
2119,effect/phenotype,Ventriculomegaly,HPO,EffectPhenotype
4347,effect/phenotype,Weakness of muscles of respiration,HPO,EffectPhenotype
2113,effect/phenotype,Pulmonary infiltrates,HPO,EffectPhenotype
10719,effect/phenotype,Abnormality of hair texture,HPO,EffectPhenotype
100037,effect/phenotype,Abnormality of the scalp hair,HPO,EffectPhenotype
11365,effect/phenotype,Patchy hypopigmentation of hair,HPO,EffectPhenotype
100134,effect/phenotype,Abnormality of the axillary hair,HPO,EffectPhenotype
9887,effect/phenotype,Abnormality of hair pigmentation,HPO,EffectPhenotype
7495,effect/phenotype,Prematurely aged appearance,HPO,EffectPhenotype
11363,effect/phenotype,Abnormality of hair growth rate,HPO,EffectPhenotype
11358,effect/phenotype,Generalized hypopigmentation of hair,HPO,EffectPhenotype
2298,effect/phenotype,Absent hair,HPO,EffectPhenotype
100840,effect/phenotype,Aplasia/Hypoplasia of the eyebrow,HPO,EffectPhenotype
100133,effect/phenotype,Abnormality of the pubic hair,HPO,EffectPhenotype
1007,effect/phenotype,Hirsutism,HPO,EffectPhenotype
1596,effect/phenotype,Alopecia,HPO,EffectPhenotype
11360,effect/phenotype,Acquired abnormal hair pattern,HPO,EffectPhenotype
3328,effect/phenotype,Abnormal hair laboratory examination,HPO,EffectPhenotype
10721,effect/phenotype,Abnormal hair whorl,HPO,EffectPhenotype
12719,effect/phenotype,Functional abnormality of the gastrointestinal tract,HPO,EffectPhenotype
2239,effect/phenotype,Gastrointestinal hemorrhage,HPO,EffectPhenotype
25085,effect/phenotype,Bloody diarrhea,HPO,EffectPhenotype
4362,effect/phenotype,Abnormality of enteric ganglion morphology,HPO,EffectPhenotype
12384,effect/phenotype,Rhinitis,HPO,EffectPhenotype
11153,effect/phenotype,Focal motor seizure,HPO,EffectPhenotype
20221,effect/phenotype,Clonic seizure,HPO,EffectPhenotype
410008,effect/phenotype,Abnormality of the peripheral nervous system,HPO,EffectPhenotype
30182,effect/phenotype,Tetraplegia/tetraparesis,HPO,EffectPhenotype
12332,effect/phenotype,Abnormal autonomic nervous system physiology,HPO,EffectPhenotype
616,effect/phenotype,Miosis,HPO,EffectPhenotype
12444,effect/phenotype,Brain atrophy,HPO,EffectPhenotype
2374,effect/phenotype,Diminished movement,HPO,EffectPhenotype
2438,effect/phenotype,Cerebellar malformation,HPO,EffectPhenotype
100660,effect/phenotype,Dyskinesia,HPO,EffectPhenotype
2311,effect/phenotype,Incoordination,HPO,EffectPhenotype
2385,effect/phenotype,Paraparesis,HPO,EffectPhenotype
2196,effect/phenotype,Myelopathy,HPO,EffectPhenotype
1337,effect/phenotype,Tremor,HPO,EffectPhenotype
2329,effect/phenotype,Drowsiness,HPO,EffectPhenotype
10994,effect/phenotype,Abnormal corpus striatum morphology,HPO,EffectPhenotype
30188,effect/phenotype,Tremor by anatomical site,HPO,EffectPhenotype
7359,effect/phenotype,Focal-onset seizure,HPO,EffectPhenotype
4302,effect/phenotype,Functional motor deficit,HPO,EffectPhenotype
4373,effect/phenotype,Focal dystonia,HPO,EffectPhenotype
7362,effect/phenotype,Aplasia/Hypoplasia of the brainstem,HPO,EffectPhenotype
738,effect/phenotype,Hallucinations,HPO,EffectPhenotype
25373,effect/phenotype,Interictal EEG abnormality,HPO,EffectPhenotype
32894,effect/phenotype,Seizure precipitated by febrile infection,HPO,EffectPhenotype
11450,effect/phenotype,Unusual CNS infection,HPO,EffectPhenotype
10551,effect/phenotype,Paraplegia/paraparesis,HPO,EffectPhenotype
2063,effect/phenotype,Rigidity,HPO,EffectPhenotype
7373,effect/phenotype,Motor neuron atrophy,HPO,EffectPhenotype
10831,effect/phenotype,Impaired proprioception,HPO,EffectPhenotype
11932,effect/phenotype,Abnormality of the superior cerebellar peduncle,HPO,EffectPhenotype
1310,effect/phenotype,Dysmetria,HPO,EffectPhenotype
2418,effect/phenotype,Abnormality of midbrain morphology,HPO,EffectPhenotype
2381,effect/phenotype,Aphasia,HPO,EffectPhenotype
9731,effect/phenotype,Cerebral hamartoma,HPO,EffectPhenotype
12286,effect/phenotype,Abnormal hypothalamus morphology,HPO,EffectPhenotype
100707,effect/phenotype,Abnormal astrocyte morphology,HPO,EffectPhenotype
12757,effect/phenotype,Abnormal neuron morphology,HPO,EffectPhenotype
2453,effect/phenotype,Abnormal globus pallidus morphology,HPO,EffectPhenotype
7352,effect/phenotype,Cerebellar calcifications,HPO,EffectPhenotype
100321,effect/phenotype,Abnormality of the dentate nucleus,HPO,EffectPhenotype
1260,effect/phenotype,Dysarthria,HPO,EffectPhenotype
30085,effect/phenotype,Abnormal CSF lactate level,HPO,EffectPhenotype
2062,effect/phenotype,Morphological abnormality of the pyramidal tract,HPO,EffectPhenotype
3474,effect/phenotype,Sensory impairment,HPO,EffectPhenotype
3133,effect/phenotype,Abnormality of the spinocerebellar tracts,HPO,EffectPhenotype
31306,effect/phenotype,Intracranial arterial calcification,HPO,EffectPhenotype
9145,effect/phenotype,Abnormal cerebral artery morphology,HPO,EffectPhenotype
2540,effect/phenotype,Inability to walk,HPO,EffectPhenotype
2363,effect/phenotype,Abnormal brainstem morphology,HPO,EffectPhenotype
10766,effect/phenotype,Ectopic calcification,HPO,EffectPhenotype
12640,effect/phenotype,Abnormality of intracranial pressure,HPO,EffectPhenotype
33687,effect/phenotype,Short term memory impairment,HPO,EffectPhenotype
6709,effect/phenotype,Aplasia/Hypoplasia of the nipples,HPO,EffectPhenotype
4404,effect/phenotype,Abnormal nipple morphology,HPO,EffectPhenotype
32148,effect/phenotype,Episodic pain,HPO,EffectPhenotype
30895,effect/phenotype,Abnormal gastrointestinal motility,HPO,EffectPhenotype
45073,effect/phenotype,Serositis,HPO,EffectPhenotype
2585,effect/phenotype,Abnormality of the peritoneum,HPO,EffectPhenotype
100738,effect/phenotype,Abnormal eating behavior,HPO,EffectPhenotype
100800,effect/phenotype,Aplasia/Hypoplasia of the pancreas,HPO,EffectPhenotype
5214,effect/phenotype,Intestinal obstruction,HPO,EffectPhenotype
2579,effect/phenotype,Gastrointestinal dysmotility,HPO,EffectPhenotype
1626,effect/phenotype,Abnormality of the cardiovascular system,HPO,EffectPhenotype
2457,effect/phenotype,Abnormal head movements,HPO,EffectPhenotype
30187,effect/phenotype,Titubation,HPO,EffectPhenotype
2460,effect/phenotype,Distal muscle weakness,HPO,EffectPhenotype
12700,effect/phenotype,Abnormal large intestine physiology,HPO,EffectPhenotype
100326,effect/phenotype,Immunologic hypersensitivity,HPO,EffectPhenotype
12727,effect/phenotype,Thoracic aortic aneurysm,HPO,EffectPhenotype
33353,effect/phenotype,Abnormal blood vessel morphology,HPO,EffectPhenotype
4936,effect/phenotype,Venous thrombosis,HPO,EffectPhenotype
2024,effect/phenotype,Malabsorption,HPO,EffectPhenotype
31678,effect/phenotype,Atherosclerotic lesion,HPO,EffectPhenotype
33401,effect/phenotype,Tissue ischemia,HPO,EffectPhenotype
4418,effect/phenotype,Thrombophlebitis,HPO,EffectPhenotype
30846,effect/phenotype,Abnormality of venous physiology,HPO,EffectPhenotype
4947,effect/phenotype,Arteriovenous fistula,HPO,EffectPhenotype
2093,effect/phenotype,Respiratory insufficiency,HPO,EffectPhenotype
11844,effect/phenotype,Abnormal appendicular skeleton morphology,HPO,EffectPhenotype
2652,effect/phenotype,Skeletal dysplasia,HPO,EffectPhenotype
5930,effect/phenotype,Abnormality of epiphysis morphology,HPO,EffectPhenotype
10832,effect/phenotype,Abnormality of pain sensation,HPO,EffectPhenotype
2659,effect/phenotype,Increased susceptibility to fractures,HPO,EffectPhenotype
10656,effect/phenotype,Abnormal epiphyseal ossification,HPO,EffectPhenotype
4377,effect/phenotype,Hematological neoplasm,HPO,EffectPhenotype
100634,effect/phenotype,Neuroendocrine neoplasm,HPO,EffectPhenotype
11794,effect/phenotype,Embryonal renal neoplasm,HPO,EffectPhenotype
3367,effect/phenotype,Abnormal femoral neck morphology,HPO,EffectPhenotype
2699,effect/phenotype,Abnormal foramen magnum morphology,HPO,EffectPhenotype
2681,effect/phenotype,Deformed sella turcica,HPO,EffectPhenotype
9119,effect/phenotype,Aplasia/Hypoplasia of the frontal sinuses,HPO,EffectPhenotype
100267,effect/phenotype,Lip pit,HPO,EffectPhenotype
2733,effect/phenotype,Abnormality of the lymph nodes,HPO,EffectPhenotype
32101,effect/phenotype,Unusual infection,HPO,EffectPhenotype
410240,effect/phenotype,Abnormal circulating IgA level,HPO,EffectPhenotype
10978,effect/phenotype,Abnormality of immune system physiology,HPO,EffectPhenotype
10977,effect/phenotype,Abnormal phagocytosis,HPO,EffectPhenotype
7499,effect/phenotype,Recurrent staphylococcal infections,HPO,EffectPhenotype
2716,effect/phenotype,Lymphadenopathy,HPO,EffectPhenotype
30886,effect/phenotype,Abnormal lymphocyte apoptosis,HPO,EffectPhenotype
5420,effect/phenotype,Recurrent gram-negative bacterial infections,HPO,EffectPhenotype
4429,effect/phenotype,Recurrent viral infections,HPO,EffectPhenotype
100336,effect/phenotype,Bilateral cleft lip,HPO,EffectPhenotype
100337,effect/phenotype,Bilateral cleft palate,HPO,EffectPhenotype
25125,effect/phenotype,White lesion of the oral mucosa,HPO,EffectPhenotype
2808,effect/phenotype,Kyphosis,HPO,EffectPhenotype
100671,effect/phenotype,Abnormal trabecular bone morphology,HPO,EffectPhenotype
3103,effect/phenotype,Abnormal cortical bone morphology,HPO,EffectPhenotype
1388,effect/phenotype,Joint laxity,HPO,EffectPhenotype
100593,effect/phenotype,Calcification of cartilage,HPO,EffectPhenotype
2832,effect/phenotype,Calcific stippling,HPO,EffectPhenotype
8518,effect/phenotype,Aplasia/Hypoplasia involving the vertebral column,HPO,EffectPhenotype
1739,effect/phenotype,Abnormal nasopharynx morphology,HPO,EffectPhenotype
2086,effect/phenotype,Abnormality of the respiratory system,HPO,EffectPhenotype
1371,effect/phenotype,Flexion contracture,HPO,EffectPhenotype
2803,effect/phenotype,Congenital contracture,HPO,EffectPhenotype
5616,effect/phenotype,Accelerated skeletal maturation,HPO,EffectPhenotype
10674,effect/phenotype,Abnormality of the curvature of the vertebral column,HPO,EffectPhenotype
40068,effect/phenotype,Abnormality of limb bone,HPO,EffectPhenotype
10500,effect/phenotype,Hyperextensibility of the knee,HPO,EffectPhenotype
40072,effect/phenotype,Abnormality of forearm bone,HPO,EffectPhenotype
3366,effect/phenotype,Abnormal femoral neck/head morphology,HPO,EffectPhenotype
8519,effect/phenotype,Abnormal coccyx morphology,HPO,EffectPhenotype
40163,effect/phenotype,Abnormal pelvis bone morphology,HPO,EffectPhenotype
30311,effect/phenotype,Lower extremity joint dislocation,HPO,EffectPhenotype
12062,effect/phenotype,Bone cyst,HPO,EffectPhenotype
30307,effect/phenotype,Flared lower limb metaphysis,HPO,EffectPhenotype
2788,effect/phenotype,Recurrent upper respiratory tract infections,HPO,EffectPhenotype
12387,effect/phenotype,Bronchitis,HPO,EffectPhenotype
20100,effect/phenotype,Unusual fungal infection,HPO,EffectPhenotype
12475,effect/phenotype,Decreased circulating level of specific antibody,HPO,EffectPhenotype
410243,effect/phenotype,Abnormal circulating IgM level,HPO,EffectPhenotype
31399,effect/phenotype,Abnormal proportion of double-negative alpha-beta regulatory T cell,HPO,EffectPhenotype
25540,effect/phenotype,Abnormal T cell subset distribution,HPO,EffectPhenotype
2979,effect/phenotype,Bowing of the legs,HPO,EffectPhenotype
11867,effect/phenotype,Abnormal iliac wing morphology,HPO,EffectPhenotype
946,effect/phenotype,Hypoplastic ilia,HPO,EffectPhenotype
2789,effect/phenotype,Tachypnea,HPO,EffectPhenotype
2791,effect/phenotype,Hypoventilation,HPO,EffectPhenotype
100836,effect/phenotype,Malignant neoplasm of the central nervous system,HPO,EffectPhenotype
9733,effect/phenotype,Glioma,HPO,EffectPhenotype
100243,effect/phenotype,Leiomyosarcoma,HPO,EffectPhenotype
10784,effect/phenotype,Uterine neoplasm,HPO,EffectPhenotype
11750,effect/phenotype,Neoplasm of the anterior pituitary,HPO,EffectPhenotype
11793,effect/phenotype,Neoplasm by anatomical site,HPO,EffectPhenotype
11792,effect/phenotype,Neoplasm by histology,HPO,EffectPhenotype
10931,effect/phenotype,Abnormal blood sodium concentration,HPO,EffectPhenotype
33479,effect/phenotype,Abnormal circulating bilirubin concentration,HPO,EffectPhenotype
4341,effect/phenotype,Abnormality of vitamin B12 metabolism,HPO,EffectPhenotype
10995,effect/phenotype,Abnormal circulating dicarboxylic acid concentration,HPO,EffectPhenotype
32368,effect/phenotype,Acidemia,HPO,EffectPhenotype
12600,effect/phenotype,Abnormal urine chloride concentration,HPO,EffectPhenotype
11017,effect/phenotype,Abnormal cellular physiology,HPO,EffectPhenotype
33354,effect/phenotype,Abnormal urine metabolite level,HPO,EffectPhenotype
11043,effect/phenotype,Abnormality of circulating adrenocorticotropin level,HPO,EffectPhenotype
25456,effect/phenotype,Abnormal CSF protein level,HPO,EffectPhenotype
30057,effect/phenotype,Autoimmune antibody positivity,HPO,EffectPhenotype
31097,effect/phenotype,Abnormal thyroid-stimulating hormone level,HPO,EffectPhenotype
33100,effect/phenotype,Increased proteinogenic amino acid level in urine,HPO,EffectPhenotype
3287,effect/phenotype,Abnormality of mitochondrial metabolism,HPO,EffectPhenotype
4299,effect/phenotype,Hernia of the abdominal wall,HPO,EffectPhenotype
3307,effect/phenotype,Hyperlordosis,HPO,EffectPhenotype
100711,effect/phenotype,Abnormal thoracic spine morphology,HPO,EffectPhenotype
5108,effect/phenotype,Abnormality of the intervertebral disk,HPO,EffectPhenotype
30304,effect/phenotype,Abnormal number of vertebrae,HPO,EffectPhenotype
9144,effect/phenotype,Supernumerary bones of the axial skeleton,HPO,EffectPhenotype
5905,effect/phenotype,Abnormal cervical curvature,HPO,EffectPhenotype
100240,effect/phenotype,Synostosis of joints,HPO,EffectPhenotype
3468,effect/phenotype,Abnormal vertebral morphology,HPO,EffectPhenotype
11840,effect/phenotype,Abnormality of T cell physiology,HPO,EffectPhenotype
2963,effect/phenotype,Abnormal delayed hypersensitivity skin test,HPO,EffectPhenotype
9811,effect/phenotype,Abnormality of the elbow,HPO,EffectPhenotype
6487,effect/phenotype,Bowing of the long bones,HPO,EffectPhenotype
2981,effect/phenotype,Abnormality of the calf,HPO,EffectPhenotype
2823,effect/phenotype,Abnormality of femur morphology,HPO,EffectPhenotype
9826,effect/phenotype,Limb undergrowth,HPO,EffectPhenotype
9821,effect/phenotype,Forearm undergrowth,HPO,EffectPhenotype
6501,effect/phenotype,Aplasia/Hypoplasia of the radius,HPO,EffectPhenotype
45009,effect/phenotype,Abnormal morphology of the radius,HPO,EffectPhenotype
45008,effect/phenotype,Abnormal shape of the radius,HPO,EffectPhenotype
3045,effect/phenotype,Abnormal patella morphology,HPO,EffectPhenotype
100013,effect/phenotype,Neoplasm of the breast,HPO,EffectPhenotype
100273,effect/phenotype,Neoplasm of the colon,HPO,EffectPhenotype
30067,effect/phenotype,Peripheral primitive neuroectodermal neoplasm,HPO,EffectPhenotype
4376,effect/phenotype,Neuroblastic tumor,HPO,EffectPhenotype
10580,effect/phenotype,Enlarged epiphyses,HPO,EffectPhenotype
9810,effect/phenotype,Abnormality of upper limb joint,HPO,EffectPhenotype
40071,effect/phenotype,Abnormal morphology of ulna,HPO,EffectPhenotype
2997,effect/phenotype,Abnormality of the ulna,HPO,EffectPhenotype
30310,effect/phenotype,Upper extremity joint dislocation,HPO,EffectPhenotype
32153,effect/phenotype,Joint subluxation,HPO,EffectPhenotype
2973,effect/phenotype,Abnormality of the forearm,HPO,EffectPhenotype
6498,effect/phenotype,Aplasia/Hypoplasia of the patella,HPO,EffectPhenotype
10501,effect/phenotype,Limitation of knee mobility,HPO,EffectPhenotype
2818,effect/phenotype,Abnormality of the radius,HPO,EffectPhenotype
12116,effect/phenotype,Abnormal circulating albumin concentration,HPO,EffectPhenotype
3254,effect/phenotype,Abnormality of DNA repair,HPO,EffectPhenotype
33098,effect/phenotype,Increased urinary non-proteinogenic amino acid level,HPO,EffectPhenotype
3995,effect/phenotype,Abnormality of the radial head,HPO,EffectPhenotype
100744,effect/phenotype,Abnormality of the humeroradial joint,HPO,EffectPhenotype
3042,effect/phenotype,Elbow dislocation,HPO,EffectPhenotype
2757,effect/phenotype,Recurrent fractures,HPO,EffectPhenotype
20110,effect/phenotype,Bone fracture,HPO,EffectPhenotype
2991,effect/phenotype,Abnormality of fibula morphology,HPO,EffectPhenotype
3027,effect/phenotype,Mesomelia,HPO,EffectPhenotype
5750,effect/phenotype,Contractures of the joints of the lower limbs,HPO,EffectPhenotype
5003,effect/phenotype,Aplasia/Hypoplasia of the capital femoral epiphysis,HPO,EffectPhenotype
10834,effect/phenotype,Trophic changes related to pain,HPO,EffectPhenotype
8800,effect/phenotype,Limited hip movement,HPO,EffectPhenotype
5613,effect/phenotype,Aplasia/hypoplasia of the femur,HPO,EffectPhenotype
32180,effect/phenotype,Abnormal circulating metabolite concentration,HPO,EffectPhenotype
4354,effect/phenotype,Abnormal circulating carboxylic acid concentration,HPO,EffectPhenotype
11422,effect/phenotype,Abnormal blood chloride concentration,HPO,EffectPhenotype
500015,effect/phenotype,Abnormal cardiac test,HPO,EffectPhenotype
30956,effect/phenotype,Abnormality of cardiovascular system electrophysiology,HPO,EffectPhenotype
3107,effect/phenotype,Abnormal circulating cholesterol concentration,HPO,EffectPhenotype
30976,effect/phenotype,Abnormal factor VIII activity,HPO,EffectPhenotype
93,effect/phenotype,Proteinuria,HPO,EffectPhenotype
12447,effect/phenotype,Abnormal myelination,HPO,EffectPhenotype
45010,effect/phenotype,Abnormality of peripheral nerves,HPO,EffectPhenotype
30177,effect/phenotype,Abnormality of peripheral nervous system electrophysiology,HPO,EffectPhenotype
